"Emission magnitude [kgh]","Log emission magnitude [log(kgh)]","Cumulative emissions [kgh]","Cumulative aerial emissions [kgh]","Cumulative partial emissions [kgh]","Cumulative simulated emissions [kgh]","Cumulative fraction of sites Rutherford","Emission magnitude Rutherford [kgh]","Log emission magnitude Rutherford [kgh]","Cumulative emissions fraction Rutherford [%]","Cumulative emissions fraction partial [%]","Cumulative emissions fraction aerial [%]","Cumulative emissions fraction [%]","Log cumulative emissions fraction","Cumulative fraction of sites","Cumulative fraction of sites inc partial detect","Log cumulative fraction of sites","Fraction of sites emitting at or above this level","Fraction of aerial detect sites at or above this level","Cumulative fraction missed partial detect sites","Partial detection correction [%]"
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00007811889696,0.00007811889696,0.00000000000006,1.00000000000000,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00015623779392,0.00015623779392,-0.00003392793104,0.99992188110304,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00023435669088,0.00023435669088,-0.00006785851287,0.99984376220608,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00031247558784,0.00031247558784,-0.00010179174584,0.99976564330912,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00039059448481,0.00039059448481,-0.00013572763036,0.99968752441215,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00046871338177,0.00046871338177,-0.00016966616684,0.99960940551519,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00054683227873,0.00054683227873,-0.00020360735571,0.99953128661823,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00062495117569,0.00062495117569,-0.00023755119737,0.99945316772127,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00070307007265,0.00070307007265,-0.00027149769224,0.99937504882431,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00078118896961,0.00078118896961,-0.00030544684073,0.99929692992735,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00085930786657,0.00085930786657,-0.00033939864327,0.99921881103039,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00093742676353,0.00093742676353,-0.00037335310026,0.99914069213343,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00101554566050,0.00101554566050,-0.00040731021212,0.99906257323647,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00109366455746,0.00109366455746,-0.00044126997926,0.99898445433951,,0.00000000000000,0.00000000000000
0.00000000000000,-INF,50463.90985747804000,38563.46752035548000,0.00000000000000,11970.60194179312400,,0.00000000000000,-INF,0.23840752446758,0.00000000000000,0.76285647931992,1.00000000000000,,0.00117178345442,0.00117178345442,-0.00047523240211,0.99890633544254,,0.00000000000000,0.00000000000000
